Date;Hour;WS01;WS02;WS03;WS04;WS05;WS06;WS07;WS08;WS09;WS10;WS11;WS12;WS13;WS14;WS15;WS16;WS17;WS18;WS19;WS20;WS21;WS22;WS23;WS24;WS25;WS26;WS27;WS28;WS29;WS30;WS31;WS32;WS33;WS34;WS35;WS36
02.01.;13;0.490994662;0.764348164;0.78055831;0.852947586;0.105314531;0.815444232;0.131091114;0.319679826;0.851477102;0.728615161;0.103960075;0.042776258;0.683924067;0.77304083;0.260447105;0.501817897;0.096047486;0.382228532;0.491189964;0.863764928;0.87173696;0.901243042;0.640887187;0.849863971;0.235998931;0.559438973;0.898273567;0.615840201;0.836631807;0.236527593;0.710128729;0.895937774;0.864575285;0.90322532;0.880604978;0.359742179
02.01.;14;0.442279498;0.719691239;0.809553176;0.886976008;0.097342074;0.75528467;0.117800788;0.335533983;0.868424803;0.731821917;0.104538557;0.038844457;0.707956128;0.768596531;0.269592078;0.469876677;0.118079991;0.380583695;0.419449651;0.86461945;0.864870861;0.901399324;0.662479095;0.852247636;0.199097025;0.515428305;0.899235325;0.574552834;0.832728602;0.210314137;0.711249712;0.895804898;0.868939171;0.902855369;0.8830949;0.26097144
02.01.;15;0.402712389;0.665053271;0.838443686;0.896588873;0.091872672;0.722965261;0.108446065;0.362362096;0.869470856;0.738220393;0.101706511;0.035982213;0.722823892;0.762533765;0.280890142;0.449368494;0.143397952;0.387390275;0.379897966;0.86261399;0.84256454;0.903013399;0.672753172;0.855659654;0.204224368;0.467094892;0.895430346;0.544543195;0.829958423;0.18883713;0.727929632;0.892131065;0.874052192;0.903716736;0.880035798;0.194219886
02.01.;16;0.36384818;0.58218472;0.865652493;0.887849657;0.089970436;0.715618128;0.10216969;0.412256002;0.870866971;0.742915642;0.099806075;0.035413602;0.734783662;0.759539931;0.303385023;0.419481472;0.178081419;0.408492715;0.360518096;0.863556955;0.79327767;0.903142981;0.688384557;0.857918933;0.259454706;0.421334408;0.893991105;0.509669313;0.827053308;0.173123412;0.75264057;0.89631185;0.879340282;0.901266736;0.874622525;0.156141852
02.01.;17;0.336840227;0.510947356;0.877198457;0.859847518;0.086135188;0.7344549;0.101156713;0.513824133;0.873853745;0.754049104;0.099621842;0.03599592;0.750652356;0.763878808;0.351331903;0.383398644;0.225067844;0.450135404;0.38246566;0.868907138;0.720562744;0.905153342;0.716478071;0.860855355;0.368082393;0.391789406;0.892504595;0.499197047;0.828588972;0.169113647;0.776299524;0.898720521;0.880521658;0.899749379;0.862679574;0.139234046
02.01.;18;0.304174087;0.421993041;0.876700606;0.819662823;0.084199258;0.769085942;0.099070379;0.626347098;0.87975887;0.754510715;0.099569738;0.039718772;0.726065148;0.771016984;0.419683844;0.336702593;0.2810872;0.495611906;0.408014501;0.875672091;0.65452332;0.897201476;0.746872148;0.862093789;0.496534758;0.374648576;0.89284978;0.488878789;0.825957339;0.16541974;0.796270829;0.898454284;0.889464643;0.882636243;0.857544462;0.134037571
02.01.;19;0.265071772;0.336975036;0.873535342;0.780562388;0.07983695;0.819448151;0.099156094;0.730901916;0.883377868;0.766915235;0.097448283;0.044538251;0.623749161;0.799171245;0.480604348;0.290104125;0.332687319;0.52234053;0.42240256;0.877755409;0.589680178;0.897653747;0.78634885;0.867029038;0.604658961;0.358915396;0.895040595;0.487356471;0.816222888;0.168051653;0.802665252;0.896522978;0.891683752;0.858187177;0.853948573;0.135986048
02.01.;20;0.234924521;0.284882013;0.862773453;0.748888496;0.075437185;0.851539001;0.103179765;0.791995292;0.885188679;0.775813206;0.090755409;0.050617359;0.479753456;0.833508786;0.540443503;0.261502012;0.383096901;0.52337877;0.420997617;0.876206293;0.560643237;0.899114283;0.831403671;0.862939934;0.674927141;0.348111776;0.896833339;0.49105964;0.798240287;0.161470301;0.802178668;0.895049934;0.89351294;0.806984778;0.859779302;0.142893634
02.01.;21;0.221865263;0.252762559;0.842659373;0.722360155;0.077757797;0.8751165;0.11412308;0.822160504;0.885282281;0.76948716;0.084056057;0.060946075;0.323168832;0.86977809;0.581332591;0.251883941;0.439871682;0.507586216;0.411299439;0.875272862;0.56112221;0.897527049;0.859601683;0.865744323;0.700584306;0.347960856;0.895605026;0.497948321;0.775498819;0.157713286;0.792230386;0.897376418;0.893004988;0.741103108;0.866216469;0.153940269
02.01.;22;0.211536311;0.237187964;0.814279969;0.705933533;0.076597003;0.889488221;0.128139672;0.840325859;0.8867548;0.746853468;0.089948548;0.077446122;0.20977735;0.890997638;0.597961627;0.259389819;0.466608563;0.478290927;0.409424621;0.87408648;0.553849148;0.895602031;0.868747979;0.870795806;0.671508016;0.359314117;0.89806549;0.491792893;0.74414452;0.154602312;0.785937519;0.89860229;0.894713661;0.673463252;0.872573023;0.160210094
